CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
TP,8916,AIR PORTUGAL - TAP,2018-12-09T06:00:00,2018-12-09T06:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
140,N84UP,גשר אוירי שרותים ומסחר בעמ,2018-12-09T06:00:00,2018-12-09T06:00:00,D,ADJ,AMMAN-MARKA,עמאן,AMMAN,ירדן,JORDAN,3,,,ON TIME,בזמן
AA,8383,AMERICAN AIRLINES,2018-12-09T06:10:00,2018-12-09T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LX,4231,SWISS INT`L  AIRLINES,2018-12-09T06:10:00,2018-12-09T06:10:00,D,GVA,GENEVA,ג'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2018-12-09T06:10:00,2018-12-09T06:10:00,D,GVA,GENEVA,ג'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2018-12-09T06:10:00,2018-12-09T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
TK,809,TURKISH AIRLINES,2018-12-09T06:10:00,2018-12-09T06:10:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
TP,8904,AIR PORTUGAL - TAP,2018-12-09T06:10:00,2018-12-09T06:10:00,D,GVA,GENEVA,ג'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
TP,8914,AIR PORTUGAL - TAP,2018-12-09T06:10:00,2018-12-09T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
AA,8378,AMERICAN AIRLINES,2018-12-09T06:15:00,2018-12-09T06:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2018-12-09T06:15:00,2018-12-09T06:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2018-12-09T06:15:00,2018-12-09T06:15:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,45-55,B,ON TIME,בזמן
TP,8880,AIR PORTUGAL - TAP,2018-12-09T06:15:00,2018-12-09T06:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
AA,8391,AMERICAN AIRLINES,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7879,AERO MEXICO,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2394,IBERIA,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IZ,2821,ARKIA  ISRAELI  AIRLINES,2018-12-09T06:20:00,2018-12-09T06:20:00,D,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,1,,,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2018-12-09T06:20:00,2018-12-09T06:20:00,D,SXF,BERLIN -SCHOENEFELD,ברלין,BERLIN,גרמניה,GERMANY,1,301-310,W,ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
TP,8908,AIR PORTUGAL - TAP,2018-12-09T06:20:00,2018-12-09T06:20:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2018-12-09T06:25:00,2018-12-09T06:25:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
QF,5021,QANTAS AIRWAYS,2018-12-09T06:25:00,2018-12-09T06:25:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,4583,THAI AIRWAYS,2018-12-09T06:25:00,2018-12-09T06:25:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2018-12-09T06:25:00,2018-12-09T06:25:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
AA,8388,AMERICAN AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
AA,8389,AMERICAN AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7875,AEROLINEAS ARGENTINAS S.A.,2018-12-09T06:30:00,2018-12-09T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
HY,302,UZBEKISTAN AIR,2018-12-09T06:30:00,2018-12-09T06:30:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,1-5,A,ON TIME,בזמן
IB,2392,IBERIA,2018-12-09T06:30:00,2018-12-09T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IZ,773,ARKIA  ISRAELI  AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,,,ON TIME,בזמן
KM,829,AIR MALTA,2018-12-09T06:30:00,2018-12-09T06:30:00,D,MLA,MALTA,מאלטה,MALTA,מאלטה,MALTA,3,G8-G10,G,ON TIME,בזמן
LY,052,EL AL ISRAEL AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
LY,2651,EL AL ISRAEL AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,1,301-310,W,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2018-12-09T06:30:00,2018-12-09T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
QF,5023,QANTAS AIRWAYS,2018-12-09T06:30:00,2018-12-09T06:30:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
TP,8898,AIR PORTUGAL - TAP,2018-12-09T06:30:00,2018-12-09T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8918,AIR PORTUGAL - TAP,2018-12-09T06:30:00,2018-12-09T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
BT,772,AIR BALTIC,2018-12-09T06:40:00,2018-12-09T06:40:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3,42-44,B,ON TIME,בזמן
AA,8385,AMERICAN AIRLINES,2018-12-09T06:50:00,2018-12-09T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
HU,7957,HAINAN AIRLINES Co. Ltd,2018-12-09T06:50:00,2018-12-09T06:50:00,A,PEK,BEIJING,בייג'ינג,BEIJING,סין,CHINA,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2018-12-09T06:50:00,2018-12-09T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
RJ,342,ROYAL  JORDANIAN,2018-12-09T06:50:00,2018-12-09T06:50:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,,,NOT FINAL,לא סופי
TP,8910,AIR PORTUGAL - TAP,2018-12-09T06:50:00,2018-12-09T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
QAS,CSDPL,QUALITY AIR SERVICES,2018-12-09T06:55:00,2018-12-09T06:55:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
BA,162,BRITISH AIRWAYS PLC,2018-12-09T07:00:00,2018-12-09T07:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,27-33,A,ON TIME,בזמן
LH,683,LUFTHANSA,2018-12-09T07:00:00,2018-12-09T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
LY,5487,EL AL ISRAEL AIRLINES,2018-12-09T07:00:00,2018-12-09T07:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2018-12-09T07:00:00,2018-12-09T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
TP,8884,AIR PORTUGAL - TAP,2018-12-09T07:00:00,2018-12-09T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
UA,9470,UNITED AIRLINES,2018-12-09T07:00:00,2018-12-09T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2018-12-09T07:05:00,2018-12-09T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,301-310,W,ON TIME,בזמן
IB,5523,IBERIA,2018-12-09T07:10:00,2018-12-09T07:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,G15-G17,G,ON TIME,בזמן
IB,5936,IBERIA,2018-12-09T07:10:00,2018-12-09T07:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,G13-G15,G,ON TIME,בזמן
SU,501,AEROFLOT RUSSIAN AIRLINES,2018-12-09T07:10:00,2018-12-09T07:10:00,D,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,23-26,A,ON TIME,בזמן
VY,6947,VUELING AIRLINES S.A.,2018-12-09T07:10:00,2018-12-09T07:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,G13-G15,G,ON TIME,בזמן
VY,7845,VUELING AIRLINES S.A.,2018-12-09T07:10:00,2018-12-09T07:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,G15-G17,G,ON TIME,בזמן
LY,5063,EL AL ISRAEL AIRLINES,2018-12-09T07:20:00,2018-12-09T07:20:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,70-75,C,ON TIME,בזמן
PC,780,PEGASUS AIRLINES,2018-12-09T07:20:00,2018-12-09T07:20:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,19-22,A,ON TIME,בזמן
TK,811,TURKISH AIRLINES,2018-12-09T07:20:00,2018-12-09T07:20:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
3U,8561,SICHUAN AIRLINES,2018-12-09T07:20:00,2018-12-09T07:20:00,A,CTU,CHENGDU,שאנגדו,CHENGDU,סין,CHINA,3,,,NOT FINAL,לא סופי
AA,8393,AMERICAN AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
AF,1321,AIR FRANCE,2018-12-09T07:30:00,2018-12-09T07:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,38-41,B,ON TIME,בזמן
DL,8532,DELTA AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,38-41,B,ON TIME,בזמן
IZ,862,ARKIA  ISRAELI  AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,SDV,SDE DOV,שדה דב,SDE DOV,ישראל,ISRAEL,3,,,ON TIME,בזמן
LX,4221,SWISS INT`L  AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,2521,EL AL ISRAEL AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,1,301-310,W,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2018-12-09T07:30:00,2018-12-09T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
TP,8894,AIR PORTUGAL - TAP,2018-12-09T07:30:00,2018-12-09T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
RJ,343,ROYAL  JORDANIAN,2018-12-09T07:35:00,2018-12-09T07:35:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,12-15,A,ON TIME,בזמן
A9,695,GEORGIAN AIRWAYS,2018-12-09T07:40:00,2018-12-09T07:40:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
HU,465,HAINAN AIRLINES Co. Ltd,2018-12-09T07:50:00,2018-12-09T07:50:00,A,CAN,GUANGZHOU,גואנגז'ו,GUANGZHOU,סין,CHINA,3,,,NOT FINAL,לא סופי
AC,5941,AIR CANADA,2018-12-09T08:00:00,2018-12-09T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
AEA,1304,AIR EUROPA,2018-12-09T08:00:00,2018-12-09T08:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-37,B,ON TIME,בזמן
LH,695,LUFTHANSA,2018-12-09T08:00:00,2018-12-09T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
SN,7168,BRUSSELS AIRLINES,2018-12-09T08:00:00,2018-12-09T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
UA,9287,UNITED AIRLINES,2018-12-09T08:00:00,2018-12-09T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
A3,929,AEGEAN  AIRLINES,2018-12-09T08:10:00,2018-12-09T08:10:00,D,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,16-18,A,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2018-12-09T08:10:00,2018-12-09T08:10:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,ON TIME,בזמן
LY,5425,EL AL ISRAEL AIRLINES,2018-12-09T08:15:00,2018-12-09T08:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,70-75,C,ON TIME,בזמן
PS,774,UKRAINE INTL  AIR,2018-12-09T08:20:00,2018-12-09T08:20:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,56-59,C,ON TIME,בזמן
6H,041,ISRAIR AIRLINES,2018-12-09T08:20:00,2018-12-09T08:20:00,D,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,1,,,ON TIME,בזמן
8Q,4011,ONUR AIR,2018-12-09T08:30:00,2018-12-09T08:30:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
8Q,4013,ONUR AIR,2018-12-09T08:35:00,2018-12-09T08:35:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
A9,696,GEORGIAN AIRWAYS,2018-12-09T08:40:00,2018-12-09T08:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,317-320,W,ON TIME,בזמן
TK,865,TURKISH AIRLINES,2018-12-09T08:45:00,2018-12-09T08:45:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
TK,784,TURKISH AIRLINES,2018-12-09T08:50:00,2018-12-09T08:50:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
6H,703,ISRAIR AIRLINES,2018-12-09T08:50:00,2018-12-09T08:50:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,60-63,C,ON TIME,בזמן
W6,4427,WIZZAIR,2018-12-09T08:55:00,2018-12-09T08:55:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
ET,415,ETHIOPIAN AIRLINES,2018-12-09T09:00:00,2018-12-09T09:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,1-4,A,ON TIME,בזמן
IZ,2822,ARKIA  ISRAELI  AIRLINES,2018-12-09T09:00:00,2018-12-09T09:00:00,A,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,323,EL AL ISRAEL AIRLINES,2018-12-09T09:00:00,2018-12-09T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,8805,EL AL ISRAEL AIRLINES,2018-12-09T09:00:00,2018-12-09T09:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,1-4,A,ON TIME,בזמן
6H,887,ISRAIR AIRLINES,2018-12-09T09:00:00,2018-12-09T09:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,63-66,C,ON TIME,בזמן
AA,8371,AMERICAN AIRLINES,2018-12-09T09:05:00,2018-12-09T09:05:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2018-12-09T09:05:00,2018-12-09T09:05:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
TP,8892,AIR PORTUGAL - TAP,2018-12-09T09:05:00,2018-12-09T09:05:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
AZ,815,ALITALIA,2018-12-09T09:15:00,2018-12-09T09:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
251,BDK13,תעשיה אווירית- נסויי טיסה,2018-12-09T09:15:00,2018-12-09T09:15:00,D,TLV,TEL AVIV,נתב"ג,BEN GURION,ישראל,ISRAEL,3,,,ON TIME,בזמן
IZ,851,ARKIA  ISRAELI  AIRLINES,2018-12-09T09:20:00,2018-12-09T09:20:00,D,VDA,OVDA,עובדה,OVDA,ישראל,ISRAEL,1,,,ON TIME,בזמן
6H,715,ISRAIR AIRLINES,2018-12-09T09:20:00,2018-12-09T09:20:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,G8-G11,G,ON TIME,בזמן
W6,3257,WIZZAIR,2018-12-09T09:25:00,2018-12-09T09:25:00,A,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
BBG,442,BLUE BIRD AIRWAYS,2018-12-09T09:30:00,2018-12-09T09:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,42-44,B,ON TIME,בזמן
8Q,4012,ONUR AIR,2018-12-09T09:30:00,2018-12-09T09:30:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,,,ON TIME,בזמן
IZ,762,ARKIA  ISRAELI  AIRLINES,2018-12-09T09:35:00,2018-12-09T09:35:00,A,VDA,OVDA,עובדה,OVDA,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
UA,084,UNITED AIRLINES,2018-12-09T09:35:00,2018-12-09T09:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
8Q,4014,ONUR AIR,2018-12-09T09:35:00,2018-12-09T09:35:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,,,ON TIME,בזמן
LY,007,EL AL ISRAEL AIRLINES,2018-12-09T09:40:00,2018-12-09T09:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,561,ISRAIR AIRLINES,2018-12-09T09:40:00,2018-12-09T09:40:00,D,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,G11-G14,G,ON TIME,בזמן
RO,157,TAROM - RUMANIAN AIR TRANSPORT,2018-12-09T09:50:00,2018-12-09T09:50:00,A,IAS,IASI,יאסי,IASI,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
W6,4428,WIZZAIR,2018-12-09T09:50:00,2018-12-09T09:50:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,1,301-310,W,ON TIME,בזמן
BBG,432,BLUE BIRD AIRWAYS,2018-12-09T10:00:00,2018-12-09T10:00:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,44-46,B,ON TIME,בזמן
AC,084,AIR CANADA,2018-12-09T10:15:00,2018-12-09T10:15:00,A,YYZ,TORONTO,טורונטו,TORONTO,קנדה,CANADA,3,,,NOT FINAL,לא סופי
PS,781,UKRAINE INTL  AIR,2018-12-09T10:15:00,2018-12-09T10:15:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
4D,054,AIR SINAI,2018-12-09T10:15:00,2018-12-09T10:15:00,A,CAI,CAIRO INTERNATIONAL,קהיר,CAIRO,מצרים,EGYPT,3,,,NOT FINAL,לא סופי
TK,785,TURKISH AIRLINES,2018-12-09T10:20:00,2018-12-09T10:20:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
W6,2325,WIZZAIR,2018-12-09T10:20:00,2018-12-09T10:20:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
W6,3258,WIZZAIR,2018-12-09T10:20:00,2018-12-09T10:20:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,1,301-310,W,ON TIME,בזמן
LO,163,LOT POLISH AIRLINES,2018-12-09T10:25:00,2018-12-09T10:25:00,A,GDN,GDANSK,גדנסק,GDANSK,פולין,POLAND,3,,,NOT FINAL,לא סופי
W6,2811,WIZZAIR,2018-12-09T10:25:00,2018-12-09T10:25:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
IZ,741,ARKIA  ISRAELI  AIRLINES,2018-12-09T10:30:00,2018-12-09T10:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,22-25,A,ON TIME,בזמן
IZ,771,ARKIA  ISRAELI  AIRLINES,2018-12-09T10:30:00,2018-12-09T10:30:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,,,ON TIME,בזמן
IZ,811,ARKIA  ISRAELI  AIRLINES,2018-12-09T10:30:00,2018-12-09T10:30:00,D,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,1,,,ON TIME,בזמן
RO,158,TAROM - RUMANIAN AIR TRANSPORT,2018-12-09T10:40:00,2018-12-09T10:40:00,D,IAS,IASI,יאסי,IASI,רומניה,ROMANIA,3,26-28,A,ON TIME,בזמן
SU,506,AEROFLOT RUSSIAN AIRLINES,2018-12-09T10:45:00,2018-12-09T10:45:00,A,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
6H,042,ISRAIR AIRLINES,2018-12-09T10:50:00,2018-12-09T10:50:00,A,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
J2,021,AZERBAIJAN AIRLINES,2018-12-09T11:00:00,2018-12-09T11:00:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,NOT FINAL,לא סופי
U8,103,TUS AIRWAYS,2018-12-09T11:00:00,2018-12-09T11:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,41-43,B,ON TIME,בזמן
4D,055,AIR SINAI,2018-12-09T11:05:00,2018-12-09T11:05:00,D,CAI,CAIRO INTERNATIONAL,קהיר,CAIRO,מצרים,EGYPT,3,19-21,A,ON TIME,בזמן
FR,2005,RYANAIR,2018-12-09T11:10:00,2018-12-09T11:10:00,A,BGY,BERGAMO,ברגאמו,BERGAMO,איטליה,ITALY,3,,,NOT FINAL,לא סופי
